Place Name,Address,City,Zip,State,Place ID,Longitude,Latitude,Status,Last Contacted,Contact Name,Email/Contact,Phone Number,Booking Contact,Contact Type,Priority,Next Follow Up,Past Gigs,Future Gigs,Last Played,Next Booked,Past Gig Count,Future Gig Count,Total Gig Count,Last Synced,Venue Type,Website,Notes
Trivs,17100 Royalton Rd Suite 11,Strongsville,44136,OH,trivs-strongsville-oh-44136,-81.819145,41.313065,Needs Review,Thu Dec 04 2025 00:00:00 GMT-0500 (Eastern Standard Time),,Triv@trivsstrongsville.com,440-238-8830,,,2,,,,,,,,2,2026-05-07T04:36:16.000Z,Other Venue,,On cancellation list
Troutman Vineyards and Winery,4243 S Columbus Rd,Wooster,,OH,troutman-vineyards-and-winery-wooster-oh,-82.010387,40.748325,Needs Review,02/24/2024,,info@troutmanvineyards.com,330-263-4345,,Email,5,,,,,,,,3,2026-05-07T04:36:16.000Z,Winery,,
Twin Oast Brewing,3630 NE Catawba Rd,Port Clinton,43452,OH,twin-oast-brewing-port-clinton-oh-43452,-82.832552,41.578106,Not Contacted Yet,05/19/2024,Sophie,blackheartbookingcle@gmail.com,419-573-6126,,Cancellation,1,,,,,,,,2,2026-05-07T04:36:16.000Z,Brewery,,
Ugly Bunny Winery,16104 OH-39,Loudonville,44842,OH,ugly-bunny-winery-loudonville-oh-44842,-82.199279,40.626979,Played in the Past,08/14/24,"Sandy, Nicole","nicole.ub22@gmail.com 
sandy.ub22@gmail.com",419-994-0587,,email,3,,2024-01-26 | COMPLETED | JDDM Live @ The Ugly Bunny Winery | 16104 OH-39; Loudonville; OH 44842 | historical-2024-01-26-the-ugly-bunny-winery-jddm-live-the-ugly-bunny-winery-3,,Fri Jan 26 2024 00:00:00 GMT-0500 (Eastern Standard Time),,1,,1,2026-05-08T02:35:41.539Z,Winery,,
Uncle Chuck's Place,19 W Main St,Wakeman,44889,OH,uncle-chuck-s-place-wakeman-oh-44889,-82.402861,41.254673,Played in the Past,02/25/2024,Elliot,,440-839-0049,,stop,1,,2024-04-13 | COMPLETED | JustDeeDeeMusic Live @ Uncle Chuck's Place | 19 W Main St; 2024-05-04 | COMPLETED | JustDeeDeeMusic Live @ Uncle Chuck's Place | 19 W Main St; OH 44889 | historical-2024-04-13-uncle-chucks-place-justdeedeemusic-live-uncle-chucks-place-11; OH 44889 | historical-2024-05-04-uncle-chucks-place-justdeedeemusic-live-uncle-chucks-place-17; Wakeman,,Sat May 04 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,2,,2,2026-05-08T02:35:41.539Z,Other Venue,440-552-9178,
UnHitched Brewing Company,115 S Mill St,Louisville,44641,OH,unhitched-brewing-company-louisville-oh-44641,-81.258145,40.837446,Needs Review,12/20/2023,,info@unhitched.beer,330-871-8021,,web,2,,,,,,,,1,2026-05-07T04:36:16.000Z,Brewery,https://www.unhitched.beer/music,
Uniontown Brewing Co.,105 W Main St,Ashland,44805,OH,uniontown-brewing-co-ashland-oh-44805,-82.316485,40.868648,Not Contacted Yet,,Anna Reynolds,,567-215-5019,,,2,,,,,,,,,,Brewery,,
Unplugged Brewing Company,201 E Bridge St,Elyria,44035,OH,unplugged-brewing-company-elyria-oh-44035,-82.098541,41.36893,Played in the Past,Tue Nov 05 2024 00:00:00 GMT-0500 (Eastern Standard Time),Can't get through on phone,,440-345-6972,,email,1,,2024-05-11 | COMPLETED | JustDeeDeeMusic Live @ Unplugged Brewing Co. | 201 E Bridge St; Elyria; OH 44035 | historical-2024-05-11-unplugged-brewing-co-justdeedeemusic-live-unplugged-brewing-co-20,,Sat May 11 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Brewery,www.unplugbrew.com,
UnWined 132 Main St,Wadsworth,OH 44281,,OH,unwined-132-main-st-wadsworth-oh-44281,-81.729771,41.024654,Told No / Closed / No Music,Fri May 10 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,,330-331-5357,,,2,,,,,,,,,,Winery,,Previous CRM status: Closed and Not Booking
Upper Deck Bar & Grill 357 W Turkeyfoot Lake Rd,Akron,OH 44319,,OH,upper-deck-bar-and-grill-357-w-turkeyfoot-lake-rd-akron-oh-44319,-81.533737,40.979652,Not Contacted Yet,12/20/2023,Justin Hoover,manuve1337@yahoo.com,234-706-5958,,,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Restaurant,,Booking 2025
Valenti’s Ristorante,203 E Royalton Rd,Broadview Heights,44147,OH,valenti-s-ristorante-broadview-heights-oh-44147,-81.683923,41.313874,Needs Review,04/24/2024,Sabrina /blond,Jennie owner,440-526-0789,,"stop, email",2,,,,,,,,2,2026-05-07T04:36:16.000Z,Other Venue,https://www.thevalentis.com/,
Veranda Bistro & Bar,32045 Detroit Rd,Avon,44011,OH,veranda-bistro-and-bar-avon-oh-44011,-81.970251,41.457777,Needs Review,03/18/2024,,Matt.veranda@gmail.com,440-471-7459,,,4,,,,,,,,2,2026-05-07T04:36:16.000Z,Restaurant,https://www.verandabistrobar.com/,
Vermilion Valley Vineyards,11005 Gore Orphanage Rd,Wakeman,44889,OH,vermilion-valley-vineyards-wakeman-oh-44889,-82.331616,41.332409,Not Contacted Yet,09/19/2024,Kristi,VermilionValleyVineyards@gmail.com,440-965-5202,,,3,,,,,,,,5,2026-05-07T04:36:16.000Z,Other Venue,,
Vermillian Boat Club,5416 Liberty Ave,Vermilion,44089,OH,vermillian-boat-club-vermilion-oh-44089,-82.362319,41.422072,Not Contacted Yet,Mon Dec 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Brian,,440-967-6634,,,,,,,,,,,,,Other Venue,,
Via Roma Event Center & Ristorante,8922 Ridge Rd,North Royalton,44133,OH,via-roma-event-center-and-ristorante-north-royalton-oh-44133,-81.736039,41.344791,Played in the Past,11/16/2024,"Doug, Julia, Dan, Adam",,440-672-7662,,,,,2024-11-22 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd; 2025-01-17 | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd; 2025-01-24; 2025-01-24 7:00pm ET | COMPLETED | JustDeeDeeMusic Live @ Via Roma | 8922 Ridge Rd; 2025-02-28; 2025-02-28 7:00pm ET | COMPLETED | Via Roma | 8922 Ridge Rd; 2025-03-21; 2025-03-21 7:00pm ET | COMPLETED | Via Roma | 8922 Ridge Rd; North Royalton; OH 44133 | 13u9kq1il4stubbc374h6evid7@google.com; OH 44133 | 3p2srbrh1ohcem3da1u5l0rvsh@google.com; OH 44133 | 7gs166mmpp8t8b6dle8vtaiip9@google.com; OH 44133 | historical-2024-11-22-via-roma-justdeedeemusic-live-via-roma-68; OH 44133 | historical-2025-01-17-via-roma-justdeedeemusic-live-via-roma-76,,OH 44133 | historical-2025-01-17-via-roma-justdeedeemusic-live-via-roma-76,,14,0,14,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,
Village Pub,3759 Center Rd,Perry,44081,OH,village-pub-perry-oh-44081,-81.146621,41.769799,Not Contacted Yet,10/18/2025,Joe or Carrie,,440-259-8391,,,,,,,,,,,,,Pub/Bar,,
Village Pump,103 W Lakeshore Dr,Kelleys Island,43438,OH,village-pump-kelleys-island-oh-43438,-82.711956,41.594177,Needs Review,,,,419-746-2281,,,,,,,,,,,,,Other Venue,,
Vincent William Wine,1300 Belleair Ave,Madison,44057,OH,vincent-william-wine-madison-oh-44057,-81.045729,41.838006,Told No / Closed / No Music,Sat Mar 08 2025 00:00:00 GMT-0500 (Eastern Standard Time),Mike,,440-428-1300,,visit,,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,,Previous CRM status: Closed and Not Booking
Vue Wadsworth,102 High St,Wadsworth,44281,OH,vue-wadsworth-wadsworth-oh-44281,-81.729774,41.025561,Not Contacted Yet,02/14/2024,Brian,,330-808-6347,,,5,,,,,,,,,,Other Venue,,
Wadsworth Brewing Company,126 Main St,Wadsworth,44281,OH,wadsworth-brewing-company-wadsworth-oh-44281,-81.729771,41.024792,Needs Review,,,,330-475-4935,,,5,,,,,,,,,,Brewery,https://wadsworthbrewingcompany.com/,
Wakeman Elevator Craft Beer & Wine Barn,16 Hyde St,Wakeman,44889,OH,wakeman-elevator-craft-beer-and-wine-barn-wakeman-oh-44889,-82.406775,41.255597,Open Microphone,02/29/2024,Jeff & Darline,JeffWakemanElevator@gmail.com,440-839-2925,,Email,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Winery,,"Rank: 3
Contacted: 02/29/2024
Times booked: 2
Card: Yes
Played: Yes
Music: Yes open microphone"
Water St. Tavern,132 S Water St,Kent,,OH,water-st-tavern-kent-oh,-81.358244,41.153132,Needs Review,03/18/2024,,Mbeder@waterstreettavern.com,330-677-0700,,Email,3,,,,,,,,2,2026-05-07T04:36:16.000Z,Pub/Bar,,
Waters Edge Tiki Bar & Grill,7401 E Harbor Rd,Lakeside Marblehead,43440,OH,waters-edge-tiki-bar-and-grill-lakeside-marblehead-oh-43440,-82.792696,41.532045,Needs Review,,,,419-967-9003,,,,,,,,,,,,,Restaurant,,
Welcome to the Farm,1054 Old River Rd,Cleveland,44113,OH,welcome-to-the-farm-cleveland-oh-44113,-81.705544,41.499232,Needs Review,01/25/2024,,,216-399-9079,,,,,,,,,,,1,2026-05-07T04:36:16.000Z,Farm/Farmers Market,,Only do country
West & Main Bar & Grill,187 W Market St,Warren,44481,OH,west-and-main-bar-and-grill-warren-oh-44481,-80.819711,41.236034,Needs Review,,,,330-974-1665,,,,,,,,,,,,,Restaurant,,
West End Tavern,18514 Detroit Ave,Lakewood,44107,OH,west-end-tavern-lakewood-oh-44107,-81.826898,41.482189,Needs Review,,,,216-521-7684,,,,,,,,,,,,,Pub/Bar,,
West Harbor Marina,5401 E MARITIME SHOREWAY RD,Lakeside Marblehead,43440,OH,west-harbor-marina-lakeside-marblehead-oh-43440,-82.831258,41.548308,Needs Review,,,,419-656-6510,,,,,,,,,,,,,Other Venue,,
West Main St Winery & Brewery,234 W Main St,Ravenna,44266,OH,west-main-st-winery-and-brewery-ravenna-oh-44266,-81.244567,41.157789,Not Contacted Yet,Tue Dec 03 2024 00:00:00 GMT-0500 (Eastern Standard Time),Deann,wmswinery@icloud.com,330-839-8042,,,2,,,,,,,,3,2026-05-07T04:36:16.000Z,Brewery,https://wmswinery.com/,
West Park Station,17015 Lorain Ave.  Cleveland,OH  44111,,OH,west-park-station-17015-lorain-ave-cleveland-oh-44111,-81.815681,41.450281,Not Contacted Yet,01/23/2025,Hayden,Generalmgr@westparkstation.com,216-476-2000,,Tt Hayden sent email,,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Weymouth Farms & Orchard Winery,2398 Weymouth Rd,Hinckley,44233,OH,weymouth-farms-and-orchard-winery-hinckley-oh-44233,-81.75789,41.211522,Not Contacted Yet,Thu Jan 12 2023 00:00:00 GMT-0500 (Eastern Standard Time),Paul,,216-303-6324,,,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,,
White Timbers Winery,10036 Rittman Rd,Wadsworth,44281,OH,white-timbers-winery-wadsworth-oh-44281,-81.748535,41.000557,Booked,Tue Jun 11 2024 00:00:00 GMT-0400 (Eastern Daylight Time),Jessica,whitetimberswinery@gmail.com,330-331-7383,,Books Nov.,2,,2025-05-10 6:00pm ET | COMPLETED | White Timbers | 1qq9mjjll19qmljk96h7fjf116@google.com,2026-07-25 6:00pm ET | BOOKED | White Timbers | h1hpvvaukltetnnmlssef4o74s@google.com,Sat May 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Jul 25 2026 00:00:00 GMT-0400 (Eastern Daylight Time),1,1,1,2026-05-08T02:35:41.539Z,Winery,,
Whitey's Booze N' Burgers,3600 Brecksville Rd,Richfield,44286,OH,whitey-s-booze-n-burgers-richfield-oh-44286,-81.637987,41.234009,Not Contacted Yet,01/20/2024,Robert,,330-659-3600,,,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
William Vincent Winery,1300 Belleair Ave.  Madison,OH  44057,,OH,william-vincent-winery-1300-belleair-ave-madison-oh-44057,-81.045729,41.838006,Needs Review,,,,440-428-1300,,,,,,,,,,,,,Winery,,
Wine,Dine,& Walleye Festival - Historic Ashtabula Harbor,,ST,wine-ashtabula-oh-44004,-80.798992,41.899825,Needs Review,,,,,,,,,,,,,,,,,Winery,,
Winetagous,540 Belden Pkwy,Sugarcreek,44681,OH,winetagous-sugarcreek-oh-44681,-81.622957,40.50938,Needs Review,,,,330-852-6016,,,5,,,,,,,,,,Winery,,
Wink’s Drive-In,75 5th St SE,Barberton,44203,OH,wink-s-drive-in-barberton-oh-44203-4203,-81.589885,41.008378,Not Contacted Yet,01/13/2024,Torie Mitchell,,234-334-7761,,Messenger,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Other Venue,,
Wolf Creek Tavern,3044 Wadsworth Rd,Norton,44203,OH,wolf-creek-tavern-norton-oh-44203,-81.637262,41.050437,Needs Review,,,,234-571-4531,,,,,,,,,,,,,Pub/Bar,,
Wyne Tasting Bar,6800 Detroit Ave,Cleveland,44102,OH,wyne-tasting-bar-cleveland-oh-44102,-81.731852,41.483708,Not Contacted Yet,,Belinda Klein,Wynetastingbar@outlook.com,216-331-7227,,,,,,,,,,,,,Pub/Bar,,
Yellow Butterfly Winery,11661 Blue Ridge Rd,Newcomerstown,43832,OH,yellow-butterfly-winery-newcomerstown-oh-43832,-81.615965,40.314177,Needs Review,Fri Oct 04 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,Yellowbutterflywinery@gmail.com,740-492-1216,,,4,,,,,,,,1,2026-05-07T04:36:16.000Z,Winery,http://www.yellowbutterflywinery.com/,
Zephyr Pub 106 W Main St,Kent,OH 44240,,OH,zephyr-pub-106-w-main-st-kent-oh-44240,-81.358237,41.15372,Not Contacted Yet,12/20/2023,Matt Hunk,,330-678-4848,,stop,5,,,,,,,,1,2026-05-07T04:36:16.000Z,Pub/Bar,,
1928 Public House,18590 Bagley Rd,Middleburg Heights,44130,OH,1928-public-house-middleburg-heights-oh-44130,-81.83168,41.372116,Needs Review,10/15/2025,,,440-234-1000,,,,,,,,,,,,,Pub/Bar,,Used to be Brew Garden
Biker Brewhouse,5700 Patriot Blvd Unit B,Youngstown,44515,OH,biker-brewhouse-youngstown-oh-44515,-80.774497,41.122268,Needs Review,,,,330-207-0023,,,,,,,,,,,,,Brewery,https://www.bikerbrewhouse.net,
Buccia Vineyard Winery and B&B,518 Gore Rd,Conneaut,44030,OH,buccia-vineyard-winery-and-b-and-b-conneaut-oh-44030,-80.61198,41.936844,Needs Review,,,,440-593-5976,,,,,,,,,,,,,Winery,http://www.bucciavineyard.com/,
Los Venados Mexican Restaurant,11697 Painesville Ravenna Rd,Mantua,44255,OH,los-venados-mexican-restaurant-mantua-oh-44255,-81.221787,41.310188,Not Contacted Yet,Tue Jun 10 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Nancy,,234-755-0158,,,,,,,,,,,,,Restaurant,https://losvenadosrestaurants.com/,
Sunset Harbor Bar and Grille,625 Prospect St,Fairport Harbor,44077,OH,sunset-harbor-bar-and-grille-fairport-harbor-oh-44077,-81.268849,41.758085,Needs Review,,,,440-551-9671,,,,,,,,,,,,,Restaurant,,
Gaetanos restaurant 2747C SOM Ctr Rd,Willoughby Hills,OH 44094,,OH,gaetanos-restaurant-2747c-som-ctr-rd-willoughby-hills-oh-44094,-81.439452,41.587558,Needs Review,1/26/26,,,,,,,,,,,,,,,,Restaurant,,
CC Tavern 893 Main St,Grafton,OH 44044,,OH,cc-tavern-893-main-st-grafton-oh-44044,-82.057317,41.273874,Not Contacted Yet,1/24/26,Eddy,,,,,,,,,,,,,,,Pub/Bar,,
Secret of Center 3511 Center Road,Brunswick,OH,,OH,secret-of-center-3511-center-road-oh-oh,-81.811995,41.238368,Booked,12/18/2025,Tammy,,,,,,,,2026-10-02; 2026-10-02 6:00pm ET | BOOKED | Secret At Center | 1ljoc15mjg68akfkgso3dgpmvm@google.com,,Fri Oct 02 2026 00:00:00 GMT-0400 (Eastern Daylight Time),0,2,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,Testing 2
Cypress Hill Winery 51 E 4th St,Mansfield,OH 44902,,OH,cypress-hill-winery-51-e-4th-st-mansfield-oh-44902,-82.513145,40.760988,Not Contacted Yet,Wed Nov 04 2026 00:00:00 GMT-0500 (Eastern Standard Time),Abigail 2.0,,,,,,,,,,,,,,,Winery,,Testing!!!
Gainesville Florida,,,,OH,gainesville-florida-oh,-82.324998,29.651956,Needs Review,,,,,,,,,,,,,,,,,Other Venue,,
Seville Farm Market,73 W Main St,Seville,,OH,seville-farm-market-united-states,-81.867104,41.0099,Booked,,,,,,,,,2024-07-20 | COMPLETED | JustDeeDeeMusic Live @ Seville Farm Market | 73 W Main St; 2025-07-12; 2025-07-12 9:00am ET | COMPLETED | Seville Farmers Market | 30cbrbor5hlc47tliee7nc3ums@google.com; 2025-08-30; 2025-08-30 9:00am ET | COMPLETED | Seville Farmers Market | kae1mq01ga2or1gg8agne1gquk@google.com; 2025-09-13; 2025-09-13 9:00am ET | COMPLETED | Seville Farmers Market | gr9rep5gvk7tr523lrudbvrg98@google.com; OH; Ohio | historical-2024-07-20-seville-farm-market-justdeedeemusic-live-seville-farm-market-31; Seville; United States,2026-08-01; 2026-08-01 9:00am ET | BOOKED | Seville Farmers Market | 0u4ovf02t8kpgd4g8md71cs7gn@google.com; 2026-08-22; 2026-08-22 9:00am ET | BOOKED | Seville Farmers Market | 42bthrd9h5ju29dmj0dg1p6rm6@google.com,United States,Sat Aug 01 2026 00:00:00 GMT-0400 (Eastern Daylight Time),11,4,15,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Farm/Farmers Market,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2024-07-20-seville-farm-market-31.
Wolf Wine Company,50738 OH-113,Amherst,44001,OH,wolf-wine-company-amherst,-82.303757,41.341706,Played in the Past,,,,,,,,,2024-08-02 | COMPLETED | JustDeeDeeMusic Live @ Wolf Wine Company | 50738 OH-113; Amherst; OH 44001 | historical-2024-08-02-wolf-wine-company-justdeedeemusic-live-wolf-wine-company-36,,Fri Aug 02 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Winery,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2024-08-02-wolf-wine-company-36.
Main Street Wooster (Pavilion),NE Quadrant- Intersection of Liberty St. & Market St.,Wooster,,OH,main-street-wooster-pavilion-wooster,-81.939913,40.798141,Booked,,,,,,,,,2024-09-07 | COMPLETED | JustDeeDeeMuisc Live @ Main Street Wooster (Pavilion) | NE Quadrant- Intersection of Liberty St. & Market St.; 2025-09-05; 2025-09-05 6:00pm ET | COMPLETED | Main Street Wooster | 3oafiq7v2mhe0louoe191uui8l@google.com; Ohio 44691 | historical-2024-09-07-main-street-wooster-pavilion-justdeedeemuisc-live-main-street-wooster-pavilion-49; Wooster,2026-05-16; 2026-05-16 6:00pm ET | BOOKED | Main Street Wooster | 3go25crecvt5c5n2dn5s0fbl65@google.com; 2026-09-12,Wooster,Sat May 16 2026 00:00:00 GMT-0400 (Eastern Daylight Time),5,3,8,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2024-09-07-main-street-wooster-pavilion-49.
Jonny J's Pub & Grill Medina,925 N Court St,Medina,44256,OH,jonny-j-s-pub-and-grill-medina-medina,-81.864701,41.151059,Played in the Past,,,,,,,,,2024-10-19 | COMPLETED | JustDeeDeeMusic Live @ Jonny J's Pub & Grill Medina | 925 N Court St; Medina; OH 44256 | historical-2024-10-19-jonny-js-pub-grill-medina-justdeedeemusic-live-jonny-js-pub-grill-medina-61,,Sat Oct 19 2024 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Restaurant,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2024-10-19-jonny-j-s-pub-and-grill-medina-61.
Seville's Christmas Preview,Seville,Ohio,,OH,seville-s-christmas-preview-seville-ohio,-81.86236,41.010055,Played in the Past,,,,,,,,,2024-11-09; 2024-11-09 11:30am ET | COMPLETED | JustDeeDeeMusic Live @ Seville's Christmas Preview | Seville; 2025-11-08; 2025-11-08 11:30am ET | COMPLETED | Seville's Christmas Preview | Seville; OH 44273; USA | 2f4d7ba92tb8vgv21ubhe47hj9@google.com; USA | 5dt69gjd41ocrbc24ek6fehak1@google.com,,USA | 5dt69gjd41ocrbc24ek6fehak1@google.com,,7,0,7,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2024-11-09-seville-s-christmas-preview-65.
Second Saturdays - Downtown Lorain,404 Broadway,Lorain,44052,OH,second-saturdays-downtown-lorain-oh-44052-1740,-82.175039,41.465207,Played in the Past,,,,,,,,,2025-08-09 11:00am ET | COMPLETED | Lorain Summer Market | 7aqosovt6ih884tpnbipo2m4ft@google.com,,Sat Aug 09 2025 00:00:00 GMT-0400 (Eastern Daylight Time),,1,,1,2026-05-08T02:35:41.539Z,Other Venue,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2025-08-09-second-saturdays-downtown-lorain-111.
"Old Fish House Huron, Old Fish House Huron",,,,OH,old-fish-house-huron-old-fish-house-huron,-82.551107,41.397292,Played in the Past,,,,,,,,,2025-08-22; 2025-08-22 6:00pm ET | COMPLETED | Old Fish House-Huron | 34n8jc8r805212u5dhedipp29f@google.com,,2025-08-22 6:00pm ET | COMPLETED | Old Fish House-Huron | 34n8jc8r805212u5dhedipp29f@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Other Venue,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2025-08-22-old-fish-house-huron-114.
"Wooster Farmers Market, The City of Wooster",,,,OH,wooster-farmers-market-the-city-of-wooster,-81.946001,40.797463,Booked,,,,,,,,,2025-10-04 | COMPLETED | JustDeeDeeMusic Live @ Wooster Farmers Market | The City of Wooster | historical-2025-10-04-wooster-farmers-market-justdeedeemusic-live-wooster-farmers-market-129,2026-09-12 9:00am ET | BOOKED | Wooster Famers Market | 3e1cn51kdejpk5lqri851fl419@google.com,Sat Oct 04 2025 00:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 12 2026 00:00:00 GMT-0400 (Eastern Daylight Time),1,1,1,2026-05-08T02:35:41.539Z,Farm/Farmers Market,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2025-10-04-wooster-farmers-market-129.
CountyLine Saloon,13007 Chippewa Rd,Brecksville,44141,OH,countyline-saloon-brecksville,-81.59256,41.322352,Played in the Past,,,,,,,,,2025-12-19 6:00pm ET | COMPLETED | CountyLine Saloon | 7adpk1qknh9f1e6cd7tqujl5na@google.com,,Fri Dec 19 2025 00:00:00 GMT-0500 (Eastern Standard Time),,1,,1,2026-05-08T02:35:41.539Z,Other Venue,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2025-12-19-countyline-saloon-145.
The Phoenix Brewing Company,131 B,131 N Diamond St,,OH,the-phoenix-brewing-company-mansfield,-82.514114,40.761928,Played in the Past,,,,,,,,,2026-04-11; 2026-04-11 7:00pm ET | COMPLETED | The Phoenix Brewing Company | 5cdkqsduuu4fvacv3haq5m8b9u@google.com,,2026-04-11 7:00pm ET | COMPLETED | The Phoenix Brewing Company | 5cdkqsduuu4fvacv3haq5m8b9u@google.com,,2,0,2,Fri May 08 2026 00:58:22 GMT-0400 (Eastern Daylight Time),Brewery,,Promoted from CalendarDuplicateReview from unmatched calendar event historical-2026-04-11-the-phoenix-brewing-company-158.
